GeneID	pval	adjp	log2fc	Chr	Start	End	Strand	Biotype	Name	Description
ENSDARG00000086874	5.63614283233989e-20	8.46324928663802e-18	-0.917124962519802	20	8093970	8106979	-1	protein_coding	si:ch211-232i5.3	si:ch211-232i5.3 [Source:ZFIN;Acc:ZDB-GENE-091204-88]
ENSDARG00000062824	6.00543217103232e-20	8.94945880578611e-18	-1.25310673574282	18	16257740	16265680	1	protein_coding	alx1	ALX homeobox 1 [Source:ZFIN;Acc:ZDB-GENE-050419-191]
ENSDARG00000073843	6.83157845688675e-20	1.01040586334902e-17	-0.839142744219503	25	462456	505015	-1	protein_coding	myo9ab	myosin IXAb [Source:ZFIN;Acc:ZDB-GENE-080424-6]
ENSDARG00000077765	1.62943825573252e-19	2.39199103944137e-17	-1.10312122497081	6	18941182	18949592	1	protein_coding	cx44.2	connexin 44.2 [Source:ZFIN;Acc:ZDB-GENE-010619-1]
ENSDARG00000037746	1.65530356203152e-19	2.41196121249793e-17	-0.489900693037233	1	7964988	7968621	-1	protein_coding	actb1	actin, beta 1 [Source:ZFIN;Acc:ZDB-GENE-000329-1]
ENSDARG00000057867	2.2152923686205e-19	3.2041923664069e-17	-0.448298711123449	3	15923166	15960551	-1	protein_coding	lasp1	LIM and SH3 protein 1 [Source:ZFIN;Acc:ZDB-GENE-030131-1936]
ENSDARG00000059029	2.38130346661182e-19	3.41916937895774e-17	-1.24478886504485	15	1837769	1858594	-1	protein_coding	mmp28	matrix metallopeptidase 28 [Source:ZFIN;Acc:ZDB-GENE-100226-1]
ENSDARG00000101816	2.64428465841095e-19	3.76925532721753e-17	-1.24845947158104	1	58545607	58581062	-1	protein_coding	col5a3b	collagen, type V, alpha 3b [Source:ZFIN;Acc:ZDB-GENE-110728-4]
ENSDARG00000061797	2.91935296821382e-19	4.13140951350604e-17	-1.23764563292536	2	24730691	24746710	-1	protein_coding	zgc:154006	zgc:154006 [Source:ZFIN;Acc:ZDB-GENE-061013-134]
ENSDARG00000024775	2.94378889185033e-19	4.13623366368484e-17	-1.0789710238896	22	22291748	22315783	-1	protein_coding	si:ch211-129c21.1	si:ch211-129c21.1 [Source:ZFIN;Acc:ZDB-GENE-030131-5796]
ENSDARG00000074056	4.32075738492621e-19	6.02791620701301e-17	-1.17758599518785	20	18310312	18356730	1	protein_coding	kctd1	potassium channel tetramerization domain containing 1 [Source:ZFIN;Acc:ZDB-GENE-040724-194]
ENSDARG00000002401	4.88041703558858e-19	6.76075235965231e-17	-0.706713916693882	17	24861921	24872527	-1	protein_coding	gale	UDP-galactose-4-epimerase [Source:ZFIN;Acc:ZDB-GENE-060421-6479]
ENSDARG00000011956	4.91905169184812e-19	6.76661998813597e-17	-1.16189640940949	3	34540568	34551913	1	protein_coding	dlx4a	distal-less homeobox 4a [Source:ZFIN;Acc:ZDB-GENE-980526-73]
ENSDARG00000071560	6.54462413347931e-19	8.94022925900497e-17	-0.977088997259955	12	5684659	5693798	-1	protein_coding	dlx4b	distal-less homeobox 4b [Source:ZFIN;Acc:ZDB-GENE-990415-50]
ENSDARG00000095896	7.26000907429691e-19	9.84907851727548e-17	0.523017660639776	6	14823242	14826420	1	protein_coding	pou3f3b	POU class 3 homeobox 3b [Source:ZFIN;Acc:ZDB-GENE-980526-140]
ENSDARG00000008383	8.09553845911005e-19	1.09073518513119e-16	-0.526837113412647	3	40654252	40662597	1	protein_coding	arpc1a	actin related protein 2/3 complex, subunit 1A [Source:ZFIN;Acc:ZDB-GENE-040116-1]
ENSDARG00000018984	8.22464575250976e-19	1.10059188161646e-16	-0.921733599987631	6	55925603	56013158	-1	protein_coding	eya2	EYA transcriptional coactivator and phosphatase 2 [Source:ZFIN;Acc:ZDB-GENE-040912-24]
ENSDARG00000099306	8.53620198496637e-19	1.13456506247482e-16	-0.709539338973499	11	41744834	41751006	-1	protein_coding	ENSDARG00000099306	
ENSDARG00000074002	1.23022063366958e-18	1.62413893187345e-16	-1.00916340813774	6	40631530	40648667	1	protein_coding	slc6a11a	solute carrier family 6 (neurotransmitter transporter), member 11a [Source:ZFIN;Acc:ZDB-GENE-030131-3729]
ENSDARG00000079317	1.24920639205379e-18	1.63820926253933e-16	-0.664026889993129	1	14604453	14642737	-1	protein_coding	DLC1	DLC1 Rho GTPase activating protein [Source:HGNC Symbol;Acc:HGNC:2897]
ENSDARG00000021383	1.50493288733637e-18	1.96049899515191e-16	-0.794368531312356	15	43882600	43918621	1	protein_coding	naalad2	N-acetylated alpha-linked acidic dipeptidase 2 [Source:ZFIN;Acc:ZDB-GENE-040426-1025]
ENSDARG00000055759	1.59590122722485e-18	2.0653271737329e-16	-0.90142376311191	8	25799483	25827049	-1	protein_coding	efhd2	EF-hand domain family, member D2 [Source:ZFIN;Acc:ZDB-GENE-060531-152]
ENSDARG00000052997	1.62779653205706e-18	2.09283565896043e-16	-0.831936360058288	2	49834750	49869451	1	protein_coding	sema4e	semaphorin 4e [Source:ZFIN;Acc:ZDB-GENE-990715-7]
ENSDARG00000037964	2.08701892979806e-18	2.66582788104271e-16	-1.21956280779424	21	8311678	8329824	-1	protein_coding	lhx2a	LIM homeobox 2a [Source:ZFIN;Acc:ZDB-GENE-091118-109]
ENSDARG00000035018	2.40946997743786e-18	3.05785057588259e-16	-0.949708418671551	5	29193905	29203140	1	protein_coding	thy1	Thy-1 cell surface antigen [Source:ZFIN;Acc:ZDB-GENE-030131-8561]
ENSDARG00000035514	2.67226985636743e-18	3.36962950926946e-16	-0.921124908902291	5	27293881	27320617	1	protein_coding	adam28	ADAM metallopeptidase domain 28 [Source:ZFIN;Acc:ZDB-GENE-060929-532]
ENSDARG00000058543	2.96032746514033e-18	3.70908290234238e-16	-0.680184308875645	23	9632364	9833730	-1	protein_coding	lama5	laminin, alpha 5 [Source:ZFIN;Acc:ZDB-GENE-030131-9823]
ENSDARG00000008540	3.1505427709026e-18	3.92242574977374e-16	0.610438334797731	9	53736849	53738215	1	protein_coding	sox21b	SRY (sex determining region Y)-box 21b [Source:ZFIN;Acc:ZDB-GENE-040429-1]
ENSDARG00000021488	3.98060553606502e-18	4.92468499999592e-16	-0.594708705150706	12	33950865	34091972	1	protein_coding	cyth1b	cytohesin 1b [Source:ZFIN;Acc:ZDB-GENE-030131-4311]
ENSDARG00000012729	4.3285582021265e-18	5.3216917746269e-16	-1.16690998237746	4	22579352	22590686	-1	protein_coding	hcls1	hematopoietic cell-specific Lyn substrate 1 [Source:ZFIN;Acc:ZDB-GENE-030131-7191]
ENSDARG00000102701	6.0232489134151e-18	7.35921300470735e-16	-0.865656901824896	16	35991347	36022379	-1	protein_coding	eva1ba	eva-1 homolog Ba (C. elegans) [Source:ZFIN;Acc:ZDB-GENE-030131-8941]
ENSDARG00000042032	1.25416668420929e-17	1.52288350895561e-15	0.630453223905055	9	6680609	6683681	-1	protein_coding	pou3f3a	POU class 3 homeobox 3a [Source:ZFIN;Acc:ZDB-GENE-980526-220]
ENSDARG00000104181	1.31993999554089e-17	1.59291654308496e-15	-0.854181437067506	14	11760681	11765665	-1	protein_coding	si:dkey-152p16.6	si:dkey-152p16.6 [Source:ZFIN;Acc:ZDB-GENE-030131-8575]
ENSDARG00000021787	1.34055993086631e-17	1.60793624390678e-15	-0.948965078628196	16	19734698	19762569	-1	protein_coding	abcb5	ATP-binding cassette, sub-family B (MDR/TAP), member 5 [Source:ZFIN;Acc:ZDB-GENE-030131-6414]
ENSDARG00000032571	1.41816492354734e-17	1.69071043703635e-15	-1.06543854782632	20	2572251	2592107	1	protein_coding	il20ra	interleukin 20 receptor, alpha [Source:ZFIN;Acc:ZDB-GENE-040724-249]
ENSDARG00000037278	1.50252091709969e-17	1.78048728676313e-15	-1.1685120299374	1	25005969	25007210	1	protein_coding	lrata	lecithin retinol acyltransferase a (phosphatidylcholine-retinol O-acyltransferase) [Source:ZFIN;Acc:ZDB-GENE-060720-1]
ENSDARG00000097006	1.67939663626267e-17	1.97492421027613e-15	-1.05400280830095	3	51162759	51191932	1	lincRNA	si:dkey-54h16.1	si:dkey-54h16.1 [Source:ZFIN;Acc:ZDB-GENE-131121-383]
ENSDARG00000024829	1.68668225980575e-17	1.97492421027613e-15	-1.17379354701359	2	35526961	35584559	-1	protein_coding	tnw	tenascin W [Source:ZFIN;Acc:ZDB-GENE-990415-262]
ENSDARG00000035735	2.39709429769081e-17	2.79013265857254e-15	0.834111463466981	5	67231933	67233402	-1	protein_coding	gsx1	GS homeobox 1 [Source:ZFIN;Acc:ZDB-GENE-041008-135]
ENSDARG00000011273	2.87277396247067e-17	3.32413744798592e-15	-0.951050225603089	14	5349845	5383529	-1	protein_coding	tlx2	T-cell leukemia, homeobox 2 [Source:ZFIN;Acc:ZDB-GENE-020208-1]
ENSDARG00000086645	2.9255003056043e-17	3.35892930804784e-15	0.469061850694741	12	36797210	36831559	1	protein_coding	hs3st3b1b	heparan sulfate (glucosamine) 3-O-sulfotransferase 3B1b [Source:ZFIN;Acc:ZDB-GENE-070202-5]
ENSDARG00000041703	2.93984722246259e-17	3.35892930804784e-15	-0.469374488904751	22	25059297	25082243	1	protein_coding	rrbp1b	ribosome binding protein 1 homolog b (dog) [Source:ZFIN;Acc:ZDB-GENE-030429-36]
ENSDARG00000013839	2.9540682745782e-17	3.35892930804784e-15	-0.808900422131877	3	33990683	33999444	1	protein_coding	aldh3b1	aldehyde dehydrogenase 3 family, member B1 [Source:ZFIN;Acc:ZDB-GENE-021120-3]
ENSDARG00000014522	3.02356723410869e-17	3.41819488862943e-15	-0.611627666394501	2	28393410	28542893	-1	protein_coding	cdh6	cadherin 6 [Source:ZFIN;Acc:ZDB-GENE-050320-92]
ENSDARG00000078072	3.43435014320526e-17	3.86040580954233e-15	-0.933484331872513	20	8113331	8122933	-1	protein_coding	si:ch211-232i5.1	si:ch211-232i5.1 [Source:ZFIN;Acc:ZDB-GENE-070705-127]
ENSDARG00000077836	3.62228487401814e-17	4.04852078163698e-15	-0.995296543773792	6	30681184	30689160	1	protein_coding	ttc22	tetratricopeptide repeat domain 22 [Source:ZFIN;Acc:ZDB-GENE-050208-292]
ENSDARG00000060153	3.78851013839334e-17	4.21038321651613e-15	-0.840202854217283	6	45917099	45927583	1	protein_coding	h6pd	hexose-6-phosphate dehydrogenase (glucose 1-dehydrogenase) [Source:ZFIN;Acc:ZDB-GENE-110408-60]
ENSDARG00000101200	4.03547221475776e-17	4.45965022115168e-15	-1.17561500273459	12	43922560	43939050	-1	protein_coding	zgc:112964	zgc:112964 [Source:ZFIN;Acc:ZDB-GENE-050306-47]
ENSDARG00000036456	4.17721907561967e-17	4.59050706349243e-15	-0.737012505372844	10	41237313	41270953	1	protein_coding	anxa4	annexin A4 [Source:ZFIN;Acc:ZDB-GENE-030707-1]
ENSDARG00000009133	4.45828142118176e-17	4.87215854644813e-15	-0.62116260168352	16	38251808	38288877	1	protein_coding	myo1eb	myosin IE, b [Source:ZFIN;Acc:ZDB-GENE-040426-1347]
ENSDARG00000100398	4.96157006549066e-17	5.3922124175838e-15	0.747678223566135	11	40652295	40787221	1	protein_coding	pax7a	paired box 7a [Source:ZFIN;Acc:ZDB-GENE-990415-201]
ENSDARG00000087093	6.3912732070932e-17	6.90784259652365e-15	-0.778905465221996	3	27511544	27517003	-1	protein_coding	si:ch211-157c3.4	si:ch211-157c3.4 [Source:ZFIN;Acc:ZDB-GENE-030131-8454]
ENSDARG00000069378	6.75528468159112e-17	7.26137732085131e-15	-0.75251327300718	18	22039608	22105036	-1	protein_coding	pard6a	par-6 family cell polarity regulator alpha [Source:ZFIN;Acc:ZDB-GENE-070705-215]
ENSDARG00000014673	7.07711291268647e-17	7.56597217964432e-15	0.670499057561612	18	41658451	41660456	-1	protein_coding	fzd9b	frizzled class receptor 9b [Source:ZFIN;Acc:ZDB-GENE-000906-4]
ENSDARG00000057437	7.19623842721454e-17	7.65174087036418e-15	-1.01228674955493	24	26161321	26183680	-1	protein_coding	apodb	apolipoprotein Db [Source:ZFIN;Acc:ZDB-GENE-051023-8]
ENSDARG00000094760	7.71539214834604e-17	8.15964940592016e-15	-1.01711019265036	5	22752387	22762438	1	protein_coding	si:dkey-125i10.3	si:dkey-125i10.3 [Source:ZFIN;Acc:ZDB-GENE-060526-198]
ENSDARG00000054137	8.21745468646861e-17	8.64414711965369e-15	-1.10027004795293	20	37480155	37566761	1	protein_coding	adgrg6	adhesion G protein-coupled receptor G6 [Source:ZFIN;Acc:ZDB-GENE-041014-357]
ENSDARG00000035178	9.29618302524909e-17	9.72687320689759e-15	-0.99253649388791	5	54873358	54890801	-1	protein_coding	gna14	guanine nucleotide binding protein (G protein), alpha 14 [Source:ZFIN;Acc:ZDB-GENE-040808-7]
ENSDARG00000018404	1.01705097390323e-16	1.05854019617199e-14	0.765483145872915	23	10412881	10416784	1	protein_coding	krt18	keratin 18 [Source:ZFIN;Acc:ZDB-GENE-030411-6]
ENSDARG00000079175	1.07826670853225e-16	1.11634654860726e-14	-0.859477800740755	16	24607792	24634997	-1	protein_coding	si:ch211-79k12.1	si:ch211-79k12.1 [Source:ZFIN;Acc:ZDB-GENE-080303-9]
ENSDARG00000101043	1.11319446389677e-16	1.14604495038234e-14	-0.730752463033001	3	36317932	36340128	-1	protein_coding	ppl	periplakin [Source:ZFIN;Acc:ZDB-GENE-041008-196]
ENSDARG00000042717	1.11860419131416e-16	1.14604495038234e-14	-0.596232459842123	8	28362325	28374292	1	protein_coding	adipor1b	adiponectin receptor 1b [Source:ZFIN;Acc:ZDB-GENE-040426-2896]
ENSDARG00000102750	1.30140235722104e-16	1.32641895175622e-14	-0.564510993442207	7	52788342	52847585	-1	protein_coding	cdh1	cadherin 1, type 1, E-cadherin (epithelial) [Source:ZFIN;Acc:ZDB-GENE-010606-1]
ENSDARG00000004497	1.5018690511868e-16	1.52284876834513e-14	-1.08120333664508	4	14958605	14971812	1	protein_coding	tspan33a	tetraspanin 33a [Source:ZFIN;Acc:ZDB-GENE-040718-361]
ENSDARG00000036541	1.52618891413815e-16	1.53957241692367e-14	-0.715799270960531	3	54641715	54738425	-1	protein_coding	rhbdf1a	rhomboid 5 homolog 1a (Drosophila) [Source:ZFIN;Acc:ZDB-GENE-040704-75]
ENSDARG00000061328	1.57131895532292e-16	1.57701097806924e-14	-0.519288403853348	18	44059598	44135697	-1	protein_coding	cdon	cell adhesion associated, oncogene regulated [Source:ZFIN;Acc:ZDB-GENE-021115-4]
ENSDARG00000009194	2.12368212490256e-16	2.12055589233291e-14	-0.885130493693051	19	38886452	39048413	-1	protein_coding	col16a1	collagen, type XVI, alpha 1 [Source:ZFIN;Acc:ZDB-GENE-060503-351]
ENSDARG00000062221	2.40660994227214e-16	2.39093051386036e-14	-1.04483742453333	5	23384514	23406134	-1	protein_coding	ENSDARG00000062221	
ENSDARG00000008732	3.4182807144926e-16	3.3789447203409e-14	-1.01077347759006	6	46734369	46740573	-1	protein_coding	zgc:66479	zgc:66479 [Source:ZFIN;Acc:ZDB-GENE-031030-10]
ENSDARG00000069478	3.62264746223515e-16	3.56305491148138e-14	-1.10548212990171	8	28658004	28685072	1	protein_coding	slc13a3	solute carrier family 13 (sodium-dependent dicarboxylate transporter), member 3 [Source:ZFIN;Acc:ZDB-GENE-040426-2486]
ENSDARG00000071724	3.66228530281467e-16	3.58412010903818e-14	1.11774161911335	24	10208761	10253891	-1	protein_coding	ankha	ANKH inorganic pyrophosphate transport regulator a [Source:ZFIN;Acc:ZDB-GENE-050913-33]
ENSDARG00000090099	4.57644490009637e-16	4.45289642115651e-14	-1.10307606595728	7	5420100	5427391	1	protein_coding	si:dkeyp-67a8.4	si:dkeyp-67a8.4 [Source:ZFIN;Acc:ZDB-GENE-070912-666]
ENSDARG00000086539	4.59528226066174e-16	4.45289642115651e-14	-1.02761887870737	1	58250748	58264595	-1	protein_coding	ENSDARG00000086539	
ENSDARG00000091086	4.62474030666725e-16	4.45947385159076e-14	-1.12445984325431	8	24777393	24788908	-1	protein_coding	ALX3	ALX homeobox 3 [Source:HGNC Symbol;Acc:HGNC:449]
ENSDARG00000023082	5.11065710123484e-16	4.90398711406783e-14	-1.13065895201994	19	5408167	5416298	-1	protein_coding	krt1-19d	keratin, type 1, gene 19d [Source:ZFIN;Acc:ZDB-GENE-060316-1]
ENSDARG00000074201	5.20379408033218e-16	4.96911812399098e-14	-0.622392644385792	23	19827579	19882684	1	protein_coding	flna	filamin A, alpha (actin binding protein 280) [Source:ZFIN;Acc:ZDB-GENE-030131-2145]
ENSDARG00000002831	6.08118323702167e-16	5.77888673697842e-14	-1.12603868455579	15	36093919	36197432	-1	protein_coding	col4a4	collagen, type IV, alpha 4 [Source:ZFIN;Acc:ZDB-GENE-101001-1]
ENSDARG00000040925	7.60975570338798e-16	7.19670694429543e-14	-1.00899565350606	23	27714930	27721228	-1	protein_coding	wnt10b	wingless-type MMTV integration site family, member 10b [Source:ZFIN;Acc:ZDB-GENE-980526-524]
ENSDARG00000074253	8.80233068205035e-16	8.28471994481399e-14	-0.718392434617706	13	1175060	1177729	-1	processed_transcript	olig3	oligodendrocyte transcription factor 3 [Source:ZFIN;Acc:ZDB-GENE-080903-1]
ENSDARG00000029072	1.06963216509785e-15	1.00193972950666e-13	-0.421497577122756	24	4109697	4117128	-1	protein_coding	klf6a	Kruppel-like factor 6a [Source:ZFIN;Acc:ZDB-GENE-021115-9]
ENSDARG00000032317	1.13392905463136e-15	1.05713357505467e-13	0.409655914635066	2	22324851	22447193	1	protein_coding	tox	thymocyte selection-associated high mobility group box [Source:ZFIN;Acc:ZDB-GENE-070912-181]
ENSDARG00000019845	1.21017431597862e-15	1.12289334762337e-13	-0.600547343912129	13	25632458	25643733	-1	protein_coding	pdlim1	PDZ and LIM domain 1 (elfin) [Source:ZFIN;Acc:ZDB-GENE-030131-5227]
ENSDARG00000018814	1.43347563843954e-15	1.32384503679551e-13	-0.690636563336387	7	34523352	34550359	1	protein_coding	esrp2	epithelial splicing regulatory protein 2 [Source:ZFIN;Acc:ZDB-GENE-030131-9824]
ENSDARG00000052039	1.75113614737325e-15	1.60965416612052e-13	-1.07488001579243	1	57315223	57329056	-1	protein_coding	caspb	caspase b [Source:ZFIN;Acc:ZDB-GENE-020812-1]
ENSDARG00000056239	2.02231465073864e-15	1.85027681370604e-13	-0.939428217941395	21	25199692	25210447	1	protein_coding	tmem45b	transmembrane protein 45B [Source:ZFIN;Acc:ZDB-GENE-040426-1904]
ENSDARG00000079438	2.55737257167131e-15	2.32898499339567e-13	0.849268905245115	7	32656945	32708857	-1	protein_coding	PKP3 (1 of many)	plakophilin 3 [Source:HGNC Symbol;Acc:HGNC:9025]
ENSDARG00000035253	3.16911768183721e-15	2.87279787647095e-13	-0.828689296889551	5	40660286	40707418	-1	protein_coding	npr3	natriuretic peptide receptor 3 [Source:ZFIN;Acc:ZDB-GENE-060531-91]
ENSDARG00000078309	3.20610248977213e-15	2.89299275579393e-13	-0.97381150117968	13	1939077	1980717	-1	protein_coding	fam83b	family with sequence similarity 83, member B [Source:ZFIN;Acc:ZDB-GENE-030131-7066]
ENSDARG00000099678	3.5979564200876e-15	3.23175345842663e-13	-1.05522529773608	3	24544481	24550856	-1	protein_coding	BX569789.3	
ENSDARG00000013855	3.72566090409887e-15	3.33124889293313e-13	-1.0937124308402	18	17594413	17609689	1	protein_coding	slc12a3	solute carrier family 12 (sodium/chloride transporter), member 3 [Source:ZFIN;Acc:ZDB-GENE-030131-9505]
ENSDARG00000002933	3.95834197873665e-15	3.52328258206917e-13	-0.675941008057554	6	15904249	15907346	1	protein_coding	gbx2	gastrulation brain homeobox 2 [Source:ZFIN;Acc:ZDB-GENE-020509-2]
ENSDARG00000078404	4.72915917880993e-15	4.19041847776442e-13	-0.857054897386884	23	970881	1008485	-1	protein_coding	cdh26.1	cadherin 26, tandem duplicate 1 [Source:ZFIN;Acc:ZDB-GENE-100922-193]
ENSDARG00000062750	6.77288376593197e-15	5.97441240177792e-13	-1.07701652675305	20	17049104	17072768	-1	protein_coding	si:ch73-74h11.1	si:ch73-74h11.1 [Source:ZFIN;Acc:ZDB-GENE-091204-215]
ENSDARG00000052644	6.90812682992255e-15	6.06650727104493e-13	1.08640911310048	12	21105913	21428583	1	protein_coding	ca10a	carbonic anhydrase Xa [Source:ZFIN;Acc:ZDB-GENE-051030-123]
ENSDARG00000021140	7.0085340461786e-15	6.12732769877241e-13	-0.813599891032634	19	12202416	12226237	-1	protein_coding	pabpc1b	poly A binding protein, cytoplasmic 1 b [Source:ZFIN;Acc:ZDB-GENE-050308-1]
ENSDARG00000089004	7.77577794281032e-15	6.76802335898326e-13	-1.03443320433224	23	34075273	34097299	1	protein_coding	si:ch211-207e14.4	si:ch211-207e14.4 [Source:ZFIN;Acc:ZDB-GENE-030131-3405]
ENSDARG00000056483	8.62920148630434e-15	7.47775429238293e-13	0.350174292922491	22	20929477	21021865	-1	protein_coding	ssbp4	single stranded DNA binding protein 4 [Source:ZFIN;Acc:ZDB-GENE-030131-469]
ENSDARG00000099880	8.99547668823804e-15	7.76096587431274e-13	-1.00558758531398	1	58826872	58833453	1	protein_coding	SP6	Sp6 transcription factor [Source:HGNC Symbol;Acc:HGNC:14530]
ENSDARG00000052783	1.01860536497596e-14	8.74977560455989e-13	-0.840153986773481	13	41998506	42017577	1	protein_coding	cdc42ep3	CDC42 effector protein (Rho GTPase binding) 3 [Source:ZFIN;Acc:ZDB-GENE-040912-89]
ENSDARG00000002365	1.0353187221471e-14	8.85467590580677e-13	-0.618324708730102	22	5728244	5792301	-1	protein_coding	cers5	ceramide synthase 5 [Source:ZFIN;Acc:ZDB-GENE-030131-1740]
ENSDARG00000004588	1.15841814377343e-14	9.86460749184724e-13	-0.624150372558885	19	29201926	29205186	-1	protein_coding	sox4a	SRY (sex determining region Y)-box 4a [Source:ZFIN;Acc:ZDB-GENE-030131-8290]
ENSDARG00000041006	1.45357252500911e-14	1.23246660083854e-12	-0.993180082250419	18	48701315	48750631	-1	protein_coding	st3gal4	ST3 beta-galactoside alpha-2,3-sialyltransferase 4 [Source:ZFIN;Acc:ZDB-GENE-050309-174]
ENSDARG00000052826	1.63810611441841e-14	1.38296932947316e-12	-1.06844520635463	13	44955862	45063957	-1	protein_coding	runx3	runt-related transcription factor 3 [Source:ZFIN;Acc:ZDB-GENE-000605-2]
ENSDARG00000100095	1.77483979496215e-14	1.49200314558549e-12	-0.838682546690486	5	64333290	64348528	-1	protein_coding	anxa1b	annexin A1b [Source:ZFIN;Acc:ZDB-GENE-030131-6554]
ENSDARG00000019328	2.03974104397692e-14	1.70739345004553e-12	-0.849167916679625	4	15219174	15442963	-1	protein_coding	plxna4	plexin A4 [Source:ZFIN;Acc:ZDB-GENE-030131-4663]
ENSDARG00000005762	2.36880285907335e-14	1.97443733223864e-12	-0.610360302504026	16	14794796	15160722	1	protein_coding	col14a1a	collagen, type XIV, alpha 1a [Source:ZFIN;Acc:ZDB-GENE-030131-9889]
ENSDARG00000076673	2.42256249269271e-14	2.01072686893495e-12	-0.8035942301113	20	53044041	53077408	-1	protein_coding	DSP (1 of many)	desmoplakin [Source:HGNC Symbol;Acc:HGNC:3052]
ENSDARG00000011245	2.60247733821303e-14	2.15098032436926e-12	-0.654841560162187	16	26769430	26803277	-1	protein_coding	esrp1	epithelial splicing regulatory protein 1 [Source:ZFIN;Acc:ZDB-GENE-070112-1732]
ENSDARG00000057984	3.24734177752904e-14	2.67273891655957e-12	-0.827627378985054	3	16363419	16387641	-1	protein_coding	eps8l1	eps8-like1 [Source:ZFIN;Acc:ZDB-GENE-050306-14]
